tenure,num_of_orders,days_since_last_purchase,total_spent,avg_order_value,num_complaints,discount_used,login_frequency,preferred_category,churn
3,47,179,7067.43,150.37,3,1,15,1,1
10,55,163,4180.51,76.01,3,0,8,1,1
40,64,81,3141.36,49.08,2,1,16,1,0
47,83,170,1625.2,19.58,0,1,29,0,0
42,93,45,8415.05,90.48,9,0,17,1,0
1,10,118,732.03,73.2,2,0,2,1,1
29,56,47,2969.37,53.02,0,0,27,1,0
50,12,158,3133.19,261.1,5,0,4,0,1
34,33,152,1692.96,51.3,7,1,29,3,1
51,71,171,5131.03,72.27,2,1,21,1,0
13,17,162,215.86,12.7,3,1,20,3,1
54,61,23,3079.66,50.49,4,1,16,1,0
1,10,61,9342.93,934.29,6,1,19,0,1
34,31,165,3174.24,102.39,5,1,21,3,1
29,60,13,3668.55,61.14,1,0,3,1,0
48,70,7,4784.33,68.35,6,1,3,3,0
47,17,170,5660.76,332.99,7,0,20,2,1
13,50,166,8106.22,162.12,0,1,23,3,1
48,37,172,1984.18,53.63,5,0,20,1,1
49,82,141,8730.29,106.47,8,0,6,3,1
53,62,28,7599.74,122.58,6,1,7,1,0
29,90,96,7254.24,80.6,4,0,21,3,0
39,80,107,959.37,11.99,9,1,21,3,1
24,72,98,314.24,4.36,9,0,29,0,1
26,88,112,5980.73,67.96,8,1,1,0,1
17,77,1,8645.03,112.27,1,0,28,3,0
7,29,43,5885.97,202.96,6,1,28,0,0
13,32,42,2211.03,69.09,8,1,9,0,1
5,88,95,996.15,11.32,1,1,4,2,1
26,80,178,7026.0,87.82,9,0,16,1,1
49,11,129,7245.53,658.68,5,1,24,1,0
3,96,51,1808.06,18.83,8,1,6,2,1
7,6,144,379.08,63.18,2,1,1,3,1
58,35,167,4142.01,118.34,7,1,5,0,1
49,33,15,5868.92,177.85,4,0,9,1,0
39,18,125,7089.42,393.86,6,0,8,2,1
53,37,161,8118.46,219.42,2,0,27,1,0
1,13,87,6144.32,472.64,7,1,4,3,1
49,74,53,1197.72,16.19,1,0,2,2,0
17,90,145,6857.56,76.2,7,0,10,3,1
43,81,89,9843.35,121.52,1,0,9,3,0
25,64,106,9065.29,141.65,6,0,15,2,1
59,1,6,8729.52,8729.52,1,0,26,1,0
3,63,31,3091.48,49.07,6,0,19,0,1
15,89,40,7532.8,84.64,0,1,18,0,0
29,34,158,8525.92,250.76,5,1,0,2,1
53,10,69,6815.43,681.54,9,0,25,0,0
43,84,135,2580.56,30.72,6,1,29,3,0
32,7,13,9542.96,1363.28,3,1,10,1,0
26,56,4,4563.11,81.48,0,1,28,2,0
16,80,178,1385.08,17.31,5,1,14,3,1
25,37,3,1186.8,32.08,3,1,6,3,0
54,29,140,6510.44,224.5,2,0,7,1,1
28,12,65,4433.33,369.44,3,0,15,1,1
9,17,27,1035.39,60.91,5,1,17,0,1
56,48,107,7429.61,154.78,4,0,23,1,0
56,84,50,8013.32,95.4,1,0,27,2,0
1,26,17,7281.61,280.06,1,0,24,2,0
29,83,32,2102.38,25.33,2,0,22,1,0
57,12,179,6928.78,577.4,5,0,10,1,0
22,21,17,206.16,9.82,0,0,0,3,0
16,42,34,3120.61,74.3,6,0,15,2,0
41,61,35,4048.33,66.37,7,1,3,0,0
51,58,152,8368.94,144.29,6,1,22,3,0
44,54,146,3964.9,73.42,2,1,5,3,0
51,34,50,211.57,6.22,5,0,10,0,0
54,7,174,3588.23,512.6,3,1,29,0,0
41,35,176,5039.35,143.98,4,0,23,1,1
7,15,103,9495.15,633.01,2,1,5,1,1
14,65,33,9416.24,144.87,4,1,9,3,0
29,90,89,1890.65,21.01,5,0,5,2,1
19,99,155,1932.95,19.52,7,1,9,2,1
19,25,129,1717.48,68.7,5,0,21,3,1
2,59,85,7910.33,134.07,8,1,22,2,1
41,79,59,159.62,2.02,9,1,4,2,1
45,86,10,1359.05,15.8,9,0,27,0,0
15,6,153,5425.8,904.3,9,1,26,1,1
3,52,57,2550.86,49.06,9,1,8,1,1
11,79,66,1014.33,12.84,3,1,6,3,0
53,88,119,3662.79,41.62,1,1,16,0,0
46,21,112,2814.66,134.03,8,1,26,2,1
30,71,15,5159.93,72.68,2,0,11,3,0
57,93,156,9794.41,105.32,6,0,27,3,0
40,96,13,1330.62,13.86,3,0,29,2,0
18,32,114,3789.99,118.44,0,0,24,1,0
51,53,118,9326.65,175.97,7,0,10,2,1
48,59,142,8781.04,148.83,3,0,5,3,0
2,69,114,4003.28,58.02,5,1,26,1,1
32,62,34,7019.64,113.22,6,0,23,3,0
8,4,101,969.78,242.44,7,0,24,0,1
22,86,25,7154.16,83.19,9,1,10,1,1
6,18,112,9731.29,540.63,1,1,10,3,1
12,99,54,5421.13,54.76,8,0,13,3,1
47,81,12,5035.05,62.16,9,1,15,0,0
57,56,126,1954.45,34.9,2,1,1,2,0
40,24,137,6374.5,265.6,0,1,1,1,0
36,66,31,5945.33,90.08,1,1,4,3,0
15,13,78,6554.14,504.16,7,0,13,3,1
28,62,53,358.22,5.78,9,0,20,3,1
52,54,112,5532.36,102.45,5,1,27,3,0
57,15,43,5989.85,399.32,0,1,9,2,0
49,69,166,2154.55,31.23,8,1,9,2,1
45,3,42,2162.5,720.83,6,0,17,2,0
18,37,124,2834.56,76.61,9,1,25,1,1
2,37,176,7146.04,193.14,2,0,19,2,1
13,3,67,6102.03,2034.01,6,0,8,1,1
45,63,66,8473.05,134.49,5,1,3,2,0
54,35,144,3027.02,86.49,2,1,16,3,0
15,52,83,9129.47,175.57,7,1,20,0,1
20,87,94,7462.69,85.78,0,1,1,1,1
29,28,105,4010.62,143.24,4,1,13,0,1
59,94,144,1043.09,11.1,7,1,21,0,0
42,18,31,2644.14,146.9,2,1,0,3,0
29,36,118,9572.01,265.89,9,0,22,3,1
3,33,28,3172.6,96.14,5,0,6,1,1
19,64,4,3366.02,52.59,9,0,3,1,0
3,26,138,1976.93,76.04,1,1,8,1,1
54,48,179,8087.82,168.5,8,0,2,2,1
14,40,18,2828.88,70.72,1,0,4,2,0
40,17,47,3369.56,198.21,4,1,20,0,0
59,40,160,4202.05,105.05,2,0,23,1,0
55,7,158,4393.91,627.7,9,1,9,0,1
4,57,164,4172.27,73.2,8,0,9,2,1
59,8,9,5087.06,635.88,8,1,3,0,0
52,56,164,8163.68,145.78,6,1,16,0,1
11,31,29,8210.92,264.87,9,1,26,1,0
58,59,144,8003.3,135.65,4,0,20,1,0
31,58,92,1101.14,18.99,8,1,16,0,1
43,12,149,8016.82,668.07,6,0,18,2,0
32,48,64,1290.49,26.89,1,0,5,0,0
27,31,111,1334.77,43.06,9,1,0,2,1
30,83,124,9483.84,114.26,0,0,25,0,0
43,63,110,8212.04,130.35,9,0,13,0,1
2,74,118,5568.86,75.25,9,0,29,1,1
49,39,156,8762.21,224.67,3,1,12,0,1
9,76,100,9894.71,130.19,9,0,2,2,1
28,20,31,6145.36,307.27,7,0,22,0,0
31,48,161,6167.69,128.49,5,0,1,0,1
34,71,169,7568.83,106.6,1,0,21,2,0
56,54,81,2398.18,44.41,4,0,6,0,0
15,78,46,1754.54,22.49,8,0,27,0,1
48,75,49,7619.85,101.6,5,1,11,0,0
25,71,42,3514.56,49.5,5,1,1,0,1
36,29,151,1437.2,49.56,6,1,10,2,1
8,74,112,3217.29,43.48,4,1,15,3,1
9,93,27,3650.5,39.25,2,0,26,2,0
58,73,160,9655.75,132.27,2,0,4,2,0
58,48,88,7009.8,146.04,4,0,25,3,0
37,74,121,5355.48,72.37,3,0,27,2,0
48,83,3,9691.84,116.77,4,1,25,0,0
45,56,60,9041.08,161.45,8,1,16,2,0
39,95,79,5168.81,54.41,4,0,2,0,0
32,17,145,9066.23,533.31,3,0,13,1,1
58,9,32,4102.62,455.85,3,0,15,0,0
52,97,7,2381.16,24.55,0,1,16,0,0
17,34,71,2403.51,70.69,9,1,27,2,1
35,45,128,6656.92,147.93,3,1,18,2,1
37,88,58,5060.6,57.51,3,0,3,2,0
19,9,168,6623.61,735.96,8,0,27,1,1
44,7,112,6892.15,984.59,3,0,27,3,0
29,16,48,321.0,20.06,6,1,20,0,1
59,19,179,634.99,33.42,0,1,19,3,0
7,6,111,5373.51,895.58,6,1,19,3,1
28,11,71,1991.25,181.02,1,0,24,1,0
9,76,165,6362.08,83.71,7,1,24,0,1
28,61,75,5566.64,91.26,0,0,8,0,0
6,42,74,5899.03,140.45,9,0,10,1,1
29,13,121,3094.31,238.02,2,0,4,1,1
58,12,55,6434.45,536.2,7,1,10,0,0
17,85,41,8311.98,97.79,9,1,12,1,0
16,74,97,9980.91,134.88,7,1,20,2,1
23,20,148,8400.6,420.03,4,1,1,0,1
31,50,33,5619.24,112.38,4,1,21,3,0
3,36,168,2014.95,55.97,7,1,1,2,1
21,92,34,6846.31,74.42,9,0,9,3,0
26,88,62,9382.77,106.62,4,1,12,1,0
36,69,19,2197.48,31.85,8,1,4,3,0
42,37,171,2634.36,71.2,0,0,10,2,1
37,12,10,1575.18,131.27,4,1,28,1,0
53,99,120,7393.54,74.68,2,1,14,2,0
22,40,123,4124.96,103.12,2,0,27,1,0
42,54,104,720.69,13.35,1,1,27,0,0
12,2,141,8762.0,4381.0,2,0,4,3,1
42,50,5,5620.95,112.42,6,0,19,3,0
13,41,58,3377.83,82.39,7,0,4,0,1
11,45,59,3505.43,77.9,7,1,6,0,1
54,9,128,2973.49,330.39,7,0,9,3,1
16,62,86,4609.25,74.34,0,1,28,0,0
8,86,104,3436.71,39.96,6,0,1,1,1
40,47,143,5524.67,117.55,1,1,0,3,1
59,5,129,7757.82,1551.56,9,0,19,2,0
57,76,38,6777.17,89.17,3,1,22,0,0
40,1,107,3015.12,3015.12,4,1,0,1,1
45,44,109,5334.54,121.24,0,1,3,3,0
59,22,53,8417.25,382.6,3,1,14,3,0
2,38,52,775.24,20.4,3,1,14,1,0
30,19,1,875.14,46.06,8,1,29,0,0
30,80,11,5606.08,70.08,8,1,5,3,0
12,31,58,6427.24,207.33,9,1,5,0,1
10,67,128,2192.99,32.73,0,1,0,1,1
44,87,168,7477.68,85.95,7,0,6,2,1
11,42,44,6498.01,154.71,3,0,29,1,0
15,82,6,9240.56,112.69,3,0,4,0,0
16,26,156,1772.65,68.18,4,0,21,3,1
17,13,159,7538.61,579.89,1,0,16,0,1
26,58,8,928.07,16.0,0,1,6,0,0
2,18,5,5696.39,316.47,4,0,3,2,1
50,67,106,5563.76,83.04,6,0,2,3,1
12,87,112,3945.01,45.34,9,0,11,2,1
51,3,17,8461.25,2820.42,8,0,26,2,0
26,55,166,143.27,2.6,1,1,28,1,1
23,89,9,5249.78,58.99,7,1,14,1,0
18,91,78,2249.82,24.72,6,0,19,3,1
32,58,14,7460.64,128.63,1,0,8,2,0
49,63,154,526.37,8.36,4,0,20,2,1
38,91,113,8332.39,91.56,6,0,11,0,1
57,52,91,8397.11,161.48,2,1,4,0,0
47,89,25,8345.37,93.77,1,1,7,1,0
3,24,164,1610.43,67.1,5,1,14,2,1
38,72,98,6341.02,88.07,9,0,6,3,1
3,9,161,242.24,26.92,5,1,18,2,1
30,37,3,8494.83,229.59,3,0,12,1,0
1,94,139,7257.45,77.21,0,1,0,3,1
30,83,112,5358.42,64.56,4,1,27,2,1
45,53,146,7332.86,138.36,0,0,10,0,0
32,80,47,1033.81,12.92,7,1,12,2,0
28,24,172,5333.69,222.24,1,1,1,1,1
21,21,50,2983.64,142.08,8,0,18,1,1
58,40,157,9728.93,243.22,8,1,10,2,1
46,62,124,8585.47,138.48,2,1,0,1,0
13,70,90,7359.43,105.13,5,0,0,0,1
27,69,67,9344.1,135.42,8,1,7,0,1
36,14,2,3533.75,252.41,6,0,12,0,0
7,42,153,9018.71,214.73,3,0,7,2,1
22,50,147,3319.86,66.4,2,0,1,1,1
10,61,168,7354.69,120.57,1,0,7,0,1
39,4,2,7390.53,1847.63,9,0,26,3,0
53,72,65,281.66,3.91,9,0,28,1,0
15,88,91,3674.49,41.76,0,0,13,1,0
15,75,173,292.38,3.9,9,0,1,3,1
4,17,116,9971.21,586.54,0,0,12,1,0
32,85,49,1309.75,15.41,3,0,26,0,0
23,57,69,5473.83,96.03,3,0,4,1,1
55,90,166,7926.51,88.07,8,0,0,0,1
6,48,132,2092.51,43.59,9,0,8,0,1
24,44,145,4902.02,111.41,0,1,19,0,1
20,45,126,6113.54,135.86,3,0,9,2,1
58,91,53,1686.03,18.53,2,0,29,1,0
37,80,112,7807.7,97.6,8,0,10,3,1
20,90,159,3063.43,34.04,4,1,17,2,1
12,33,150,2189.13,66.34,8,0,16,2,1
33,31,139,5627.06,181.52,9,1,5,2,1
28,47,162,4162.1,88.56,5,0,10,2,1
8,6,113,9210.83,1535.14,8,1,23,0,1
1,72,143,8812.62,122.4,0,1,3,0,1
37,71,114,4885.17,68.81,3,1,0,3,1
22,34,138,3656.71,107.55,3,1,0,1,1
6,53,48,3322.63,62.69,9,1,21,3,1
21,14,31,2748.88,196.35,9,0,17,1,1
32,16,37,5491.02,343.19,5,0,4,0,0
35,43,108,8069.29,187.66,9,0,15,1,1
15,73,28,3176.49,43.51,0,1,1,1,0
5,74,159,1981.93,26.78,9,1,8,2,1
56,81,70,4807.29,59.35,4,1,1,3,0
46,12,14,783.44,65.29,2,1,4,2,0
50,70,122,7042.66,100.61,0,0,19,2,0
48,19,16,5231.75,275.36,5,1,26,2,0
6,41,25,5014.11,122.3,2,0,16,2,0
25,53,167,3074.41,58.01,3,1,25,0,1
56,29,66,9056.27,312.29,8,1,24,3,0
46,70,38,995.81,14.23,1,1,18,2,0
59,59,169,8711.26,147.65,0,1,9,3,0
56,89,103,3829.38,43.03,9,1,7,2,1
40,64,98,8818.17,137.78,5,0,19,0,0
29,24,115,7314.74,304.78,0,1,10,2,0
7,89,40,1131.29,12.71,0,0,12,1,0
40,16,64,8332.21,520.76,6,0,12,0,0
13,52,89,6853.55,131.8,1,1,8,3,1
38,80,100,419.79,5.25,3,1,4,1,1
18,6,144,1423.66,237.28,3,1,17,1,1
2,37,82,6392.72,172.78,1,1,7,0,1
8,85,77,6659.74,78.35,5,1,28,3,1
11,4,59,7491.85,1872.96,9,1,19,0,1
33,98,91,7230.43,73.78,1,0,13,2,0
54,92,98,6629.25,72.06,7,0,1,0,1
38,38,139,7685.77,202.26,3,1,21,0,1
48,41,1,5793.35,141.3,0,1,15,2,0
27,92,13,2681.83,29.15,6,0,0,2,0
20,81,30,9132.53,112.75,5,0,23,3,0
12,14,18,280.32,20.02,5,0,24,0,1
43,71,78,3728.96,52.52,2,1,22,2,0
31,86,141,7315.82,85.07,9,0,28,3,1
27,51,32,4328.84,84.88,6,1,12,3,1
32,65,71,345.86,5.32,5,1,24,2,0
10,93,50,753.21,8.1,9,0,17,2,1
3,52,116,6521.51,125.41,9,0,26,3,1
45,95,113,9652.16,101.6,8,0,0,1,1
27,30,80,5563.45,185.45,2,1,6,2,0
35,57,31,5116.9,89.77,2,1,3,1,0
31,79,51,3251.42,41.16,3,0,9,3,0
15,82,155,2641.24,32.21,2,1,7,0,1
16,99,60,307.75,3.11,3,0,2,1,1
13,30,33,2802.25,93.41,5,1,22,1,1
49,98,127,4546.19,46.39,0,0,6,1,0
35,42,161,2059.7,49.04,1,1,26,1,0
52,11,126,964.75,87.7,9,0,25,1,1
11,27,41,7205.51,266.87,5,1,24,1,1
59,24,19,8956.74,373.2,5,1,15,0,0
21,99,41,9374.04,94.69,0,1,26,0,0
51,39,85,6218.19,159.44,5,0,19,0,0
54,72,89,622.47,8.65,8,1,29,1,0
11,18,42,7434.54,413.03,7,1,9,3,1
30,77,120,1189.94,15.45,9,0,12,2,1
48,45,23,6730.51,149.57,4,0,29,1,0
53,88,33,7815.72,88.82,3,1,0,0,0
35,87,20,7286.06,83.75,5,1,6,3,0
22,12,153,9523.65,793.64,4,0,9,3,1
38,49,90,7407.65,151.18,5,1,11,1,0
31,94,104,6962.78,74.07,9,1,13,0,1
14,31,12,2691.26,86.81,2,0,21,2,0
24,92,160,9255.21,100.6,6,0,10,2,1
50,22,161,1877.48,85.34,7,0,16,0,1
49,44,143,9058.48,205.87,4,1,8,0,1
32,92,51,3195.36,34.73,4,1,25,3,0
36,64,6,1388.62,21.7,3,0,7,1,0
32,77,91,8284.16,107.59,9,0,9,1,1
55,25,69,124.7,4.99,4,1,3,1,0
15,51,163,8337.67,163.48,9,0,4,2,1
43,7,123,2696.89,385.27,7,1,23,2,1
58,6,162,8858.74,1476.46,4,0,17,2,1
35,24,146,6945.64,289.4,8,0,5,1,1
3,19,115,6695.21,352.38,0,1,9,0,1
16,83,154,3716.66,44.78,6,1,17,0,1
5,9,111,688.09,76.45,4,0,27,1,1
21,36,61,8317.72,231.05,3,1,10,1,0
10,40,107,1791.95,44.8,2,1,23,0,1
19,93,78,3785.36,40.7,9,0,4,0,1
25,24,95,6043.51,251.81,6,1,27,2,1
4,48,74,4874.31,101.55,1,1,25,3,0
29,63,48,2066.74,32.81,4,1,2,3,0
19,69,96,1492.1,21.62,1,1,17,1,0
43,53,31,1320.14,24.91,6,0,3,3,0
2,54,34,8643.78,160.07,5,0,7,3,1
10,42,87,412.44,9.82,9,0,16,3,1
43,45,135,9772.44,217.17,6,0,9,2,1
25,90,83,2065.43,22.95,8,0,18,2,1
20,14,135,1192.19,85.16,1,1,28,0,1
48,29,47,5812.02,200.41,8,1,0,1,0
19,6,136,891.86,148.64,6,1,1,3,1
23,7,129,6064.29,866.33,1,0,25,0,0
24,37,125,8521.2,230.3,9,0,10,2,1
11,53,77,574.19,10.83,1,0,14,3,0
46,18,3,8018.7,445.48,3,1,22,1,0
34,87,92,4005.33,46.04,1,1,0,3,0
55,38,166,1678.96,44.18,0,1,8,2,1
28,59,179,1843.36,31.24,5,0,7,3,1
5,1,143,9195.77,9195.77,9,0,0,3,1
59,68,100,1195.0,17.57,4,1,9,3,0
5,44,127,8681.15,197.3,2,1,16,3,1
51,47,68,5488.02,116.77,0,1,17,2,0
21,35,133,486.66,13.9,8,0,15,0,1
12,87,90,4698.31,54.0,7,0,1,3,1
50,91,89,8192.75,90.03,5,1,21,1,0
4,60,10,7289.41,121.49,5,1,16,3,0
54,90,8,4938.95,54.88,3,0,3,1,0
49,52,12,8614.49,165.66,1,1,6,1,0
42,8,64,1291.61,161.45,3,1,28,3,0
20,80,118,9108.42,113.86,1,0,28,3,0
38,41,59,8479.77,206.82,6,1,27,1,0
25,3,50,7111.94,2370.65,8,1,8,2,1
14,96,151,8197.09,85.39,1,1,25,0,0
11,69,40,5483.77,79.47,8,0,2,1,1
32,84,122,6784.11,80.76,8,1,19,2,1
11,14,97,5649.92,403.57,7,1,20,0,1
18,96,127,3618.74,37.7,0,0,4,0,0
27,26,87,5731.72,220.45,4,1,17,0,0
55,70,77,2648.91,37.84,9,1,28,3,1
54,58,121,4458.76,76.88,3,0,20,3,0
18,40,146,2879.68,71.99,6,1,25,1,1
56,51,149,1316.59,25.82,7,1,16,3,1
23,5,111,3286.43,657.29,9,1,6,2,1
11,77,129,8534.67,110.84,7,0,13,0,1
21,32,166,3872.7,121.02,1,1,14,0,1
44,80,41,7505.24,93.82,2,0,20,0,0
5,1,170,1834.46,1834.46,9,0,21,3,1
23,77,137,4301.75,55.87,9,0,13,3,1
41,54,23,1237.08,22.91,6,0,8,3,0
59,11,78,1472.35,133.85,3,0,15,2,0
25,53,11,6212.62,117.22,5,0,18,3,0
41,8,71,6114.07,764.26,7,0,0,3,1
54,25,159,2212.38,88.5,7,1,7,3,1
10,40,26,4796.79,119.92,6,1,17,2,0
22,32,30,8646.73,270.21,1,0,1,3,0
19,88,162,1824.59,20.73,1,1,25,1,1
1,28,174,290.18,10.36,2,1,28,3,1
7,78,102,6554.75,84.04,3,1,3,1,1
4,3,69,629.63,209.88,0,0,20,2,1
1,91,133,9801.41,107.71,4,1,0,1,1
15,84,166,6135.24,73.04,6,0,26,2,1
40,79,156,4756.92,60.21,9,0,18,3,1
12,62,154,4356.93,70.27,4,1,10,3,1
22,27,61,5773.4,213.83,6,0,23,1,1
22,45,106,997.18,22.16,4,0,5,3,1
50,92,23,9307.19,101.17,9,0,18,1,0
47,25,174,6293.86,251.75,7,1,13,2,1
17,61,113,1921.39,31.5,6,1,27,3,1
29,44,30,5669.55,128.85,0,1,22,3,0
46,97,67,1419.24,14.63,0,0,26,3,0
14,46,161,273.77,5.95,4,1,21,0,1
50,14,131,6342.12,453.01,1,1,20,0,0
20,8,121,6519.99,815.0,8,1,23,1,1
50,48,83,5878.6,122.47,1,0,23,0,0
48,14,170,1916.48,136.89,8,0,18,3,1
33,65,62,6073.96,93.45,9,1,23,0,0
55,80,57,659.46,8.24,1,0,25,1,0
59,82,1,6131.46,74.77,3,1,24,0,0
43,7,102,5584.77,797.82,2,1,12,2,0
15,79,69,6587.02,83.38,5,0,11,2,0
12,88,59,8965.21,101.88,3,0,28,0,0
40,49,46,8518.55,173.85,8,0,9,2,0
54,55,106,9808.48,178.34,8,0,18,2,1
20,13,34,9764.79,751.14,9,0,10,0,1
30,73,101,7745.96,106.11,8,0,23,2,1
38,56,97,9568.55,170.87,2,1,23,1,0
3,56,153,8686.11,155.11,2,1,11,1,1
28,15,170,7303.07,486.87,3,0,6,3,1
56,57,29,846.3,14.85,8,0,7,1,0
26,58,153,585.59,10.1,5,1,16,3,1
30,35,123,8392.24,239.78,8,1,2,3,1
13,88,73,4947.59,56.22,7,0,5,0,1
13,97,143,8164.61,84.17,6,0,11,2,1
2,16,4,3197.89,199.87,4,1,14,0,1
37,8,38,4036.73,504.59,8,1,22,3,1
49,93,20,7031.85,75.61,3,1,6,0,0
38,87,113,9161.73,105.31,3,1,26,2,0
2,45,23,968.84,21.53,7,1,5,2,1
36,95,165,8628.63,90.83,3,0,28,2,0
54,40,111,7950.83,198.77,6,1,11,3,1
26,54,136,3223.84,59.7,3,0,27,0,0
11,14,165,3616.64,258.33,0,1,11,0,1
8,59,45,559.97,9.49,9,0,26,3,1
44,94,97,255.83,2.72,8,1,3,3,1
40,53,33,4822.36,90.99,3,0,20,1,0
43,27,135,1045.84,38.73,2,1,8,0,1
22,47,22,2020.62,42.99,2,0,16,2,0
20,80,133,8483.0,106.04,8,1,1,0,1
8,6,15,5753.18,958.86,7,0,4,1,1
29,55,21,6372.96,115.87,9,0,20,2,1
40,97,126,1956.05,20.17,6,0,27,1,0
26,44,89,8303.75,188.72,6,0,22,3,1
30,18,17,8693.0,482.94,3,1,23,3,0
17,16,56,5280.94,330.06,2,1,9,0,0
20,12,50,9134.32,761.19,3,0,5,3,1
52,20,135,8463.8,423.19,5,1,5,3,0
55,45,118,7340.11,163.11,3,0,20,0,0
16,64,122,7367.35,115.11,3,1,4,1,1
46,59,50,1143.4,19.38,1,1,28,1,0
43,93,60,2781.28,29.91,6,0,26,2,0
7,94,125,761.79,8.1,5,1,7,2,1
16,90,116,185.94,2.07,1,0,20,1,0
45,22,135,1667.26,75.78,4,1,21,3,1
59,97,168,8816.82,90.9,5,1,2,2,1
47,47,173,2474.75,52.65,4,1,13,1,1
56,29,88,9704.52,334.64,3,0,4,3,0
48,86,105,6013.18,69.92,8,1,14,3,0
27,45,55,2448.86,54.42,2,0,29,1,0
53,77,64,5021.59,65.22,1,0,8,0,0
23,9,96,2269.04,252.12,8,1,14,1,1
24,24,168,9841.34,410.06,7,0,18,3,1
9,15,44,8487.92,565.86,8,1,15,2,1
35,36,130,359.76,9.99,9,0,7,3,1
51,13,149,9482.98,729.46,2,1,14,3,0
20,91,50,7238.54,79.54,0,0,10,1,0
37,44,111,915.57,20.81,0,0,22,3,0
42,71,137,6739.31,94.92,2,0,3,0,1
17,72,99,6504.57,90.34,3,0,20,2,0
47,78,148,2266.01,29.05,1,1,23,1,0
31,76,146,7608.62,100.11,7,1,9,0,1
55,36,84,961.94,26.72,2,0,22,2,0
57,61,30,4945.51,81.07,3,0,25,0,0
8,81,65,198.24,2.45,5,0,9,3,1
15,40,24,9690.5,242.26,9,0,1,3,1
31,93,175,7540.48,81.08,5,1,7,0,1
53,27,90,1672.64,61.95,1,1,7,2,0
30,1,106,3482.57,3482.57,5,1,8,0,1
46,34,172,1689.57,49.69,3,0,1,0,1
20,68,157,7689.51,113.08,4,1,13,0,1
39,88,77,683.07,7.76,6,1,19,2,0
53,21,68,8420.03,400.95,6,0,1,0,1
55,33,109,9427.74,285.69,5,1,3,3,0
12,7,145,6798.62,971.23,9,0,2,1,1
49,65,97,2208.36,33.97,5,0,22,3,0
17,3,133,3664.89,1221.63,5,0,13,3,1
42,51,92,4824.67,94.6,3,0,20,0,0
30,79,88,6085.79,77.04,2,0,15,1,0
29,95,50,6719.76,70.73,0,0,14,0,0
19,54,103,5586.73,103.46,2,0,6,1,1
46,80,112,3578.01,44.73,2,1,17,3,0
11,74,168,8920.08,120.54,8,1,19,2,1
34,93,46,905.78,9.74,2,0,5,0,0
50,59,179,4715.93,79.93,7,1,27,3,1
7,6,11,7778.09,1296.35,7,1,20,1,1
44,29,12,702.64,24.23,2,1,15,3,0
58,17,141,7082.82,416.64,9,0,10,3,1
34,60,64,8215.15,136.92,9,1,1,3,1
59,22,8,6642.23,301.92,5,0,27,2,0
20,24,9,228.08,9.5,7,0,22,0,1
50,81,130,1883.36,23.25,7,0,1,0,1
38,85,78,3486.92,41.02,9,0,13,0,1
24,51,141,2413.53,47.32,9,0,8,2,1
10,50,2,9630.26,192.61,8,0,22,2,0
32,11,176,6550.78,595.53,8,0,11,1,1
52,56,74,3040.01,54.29,7,1,2,0,0
15,71,131,9304.01,131.04,6,1,21,1,1
37,42,134,7431.88,176.95,9,0,4,3,1
20,39,87,2917.61,74.81,2,1,27,1,0
3,69,5,3850.93,55.81,6,1,8,1,1
37,48,131,2074.35,43.22,3,0,28,3,1
57,57,138,9713.63,170.41,1,1,2,3,0
40,21,171,5221.24,248.63,7,0,17,1,1
8,82,147,8970.96,109.4,1,1,1,1,1
40,99,14,3530.35,35.66,0,0,3,0,0
44,20,149,8622.33,431.12,4,0,12,2,1
56,15,124,633.48,42.23,9,1,16,3,1
23,69,43,9822.69,142.36,8,0,8,1,0
40,77,28,9129.14,118.56,4,1,18,2,0
11,51,149,3695.71,72.46,1,0,13,1,1
46,76,164,7769.75,102.23,9,0,12,0,1
8,62,24,7547.35,121.73,3,1,4,1,0
29,85,166,9022.42,106.15,7,1,17,3,1
30,37,17,3141.82,84.91,6,1,23,1,0
56,6,150,4708.65,784.78,4,0,14,1,1
10,71,83,8663.5,122.02,3,1,26,3,0
39,26,45,7807.94,300.31,4,0,10,0,0
28,8,74,3995.32,499.42,6,1,29,3,1
49,73,139,8472.68,116.06,4,1,18,1,0
36,91,61,564.84,6.21,7,1,4,0,1
13,4,38,7842.26,1960.56,6,1,6,3,1
32,21,66,2146.98,102.24,6,1,1,2,1
36,31,33,2932.6,94.6,8,0,18,2,0
37,21,43,4982.83,237.28,7,0,23,2,0
26,25,159,4552.37,182.09,7,1,15,3,1
22,15,112,5253.64,350.24,5,1,25,0,1
4,35,35,5493.28,156.95,6,1,29,3,1
31,49,37,3382.12,69.02,7,0,23,1,0
18,43,175,1834.75,42.67,4,0,2,3,1
38,41,100,7707.96,188.0,9,1,28,2,0
24,37,23,4059.76,109.72,1,0,9,2,0
56,57,164,5107.82,89.61,6,0,11,1,1
23,42,168,6482.5,154.35,9,1,22,3,1
22,47,89,9105.42,193.73,2,0,29,2,0
2,92,15,7104.77,77.23,9,0,26,3,1
31,61,165,550.05,9.02,7,0,28,2,1
55,14,132,8401.75,600.12,5,0,1,1,1
11,68,150,9894.61,145.51,3,1,24,0,1
28,53,22,4777.6,90.14,1,0,28,0,0
46,84,78,9698.94,115.46,6,0,28,2,0
32,34,145,5518.55,162.31,0,0,7,2,0
5,76,72,4650.2,61.19,6,1,24,3,1
